pokemon_id,pokemon_name,move_id,move_name,learn_method,level_learned_at,source_version_group
272,Ludicolo,72,Mega Drain,level-up,1,brilliant-diamond-shining-pearl
272,Ludicolo,154,Fury Swipes,level-up,1,sword-shield
272,Ludicolo,202,Giga Drain,level-up,1,sword-shield
272,Ludicolo,252,Fake Out,level-up,1,brilliant-diamond-shining-pearl
272,Ludicolo,282,Knock Off,level-up,1,brilliant-diamond-shining-pearl
272,Ludicolo,310,Astonish,level-up,1,sword-shield
272,Ludicolo,412,Energy Ball,level-up,1,sword-shield
272,Ludicolo,428,Zen Headbutt,level-up,1,brilliant-diamond-shining-pearl
273,Seedot,29,Headbutt,level-up,21,scarlet-violet
273,Seedot,33,Tackle,level-up,1,brilliant-diamond-shining-pearl
273,Seedot,71,Absorb,level-up,3,sword-shield
273,Seedot,72,Mega Drain,level-up,15,sword-shield
273,Seedot,153,Explosion,level-up,33,omega-ruby-alpha-sapphire
273,Seedot,205,Rollout,level-up,12,sword-shield
273,Seedot,310,Astonish,level-up,6,sword-shield
273,Seedot,371,Payback,level-up,18,sword-shield
273,Seedot,389,Sucker Punch,level-up,30,sword-shield
274,Nuzleaf,1,Pound,level-up,1,diamond-pearl
274,Nuzleaf,13,Razor Wind,level-up,20,omega-ruby-alpha-sapphire
274,Nuzleaf,33,Tackle,level-up,1,brilliant-diamond-shining-pearl
274,Nuzleaf,71,Absorb,level-up,1,sword-shield
274,Nuzleaf,72,Mega Drain,level-up,18,sword-shield
274,Nuzleaf,75,Razor Leaf,level-up,0,sun-moon
274,Nuzleaf,153,Explosion,level-up,1,sword-shield
274,Nuzleaf,185,Feint Attack,level-up,24,omega-ruby-alpha-sapphire
274,Nuzleaf,205,Rollout,level-up,12,sword-shield
274,Nuzleaf,252,Fake Out,level-up,1,scarlet-violet
274,Nuzleaf,310,Astonish,level-up,1,sword-shield
274,Nuzleaf,314,Air Cutter,level-up,1,scarlet-violet
274,Nuzleaf,326,Extrasensory,level-up,36,omega-ruby-alpha-sapphire
274,Nuzleaf,348,Leaf Blade,level-up,28,omega-ruby-alpha-sapphire
274,Nuzleaf,371,Payback,level-up,24,sword-shield
274,Nuzleaf,389,Sucker Punch,level-up,50,sword-shield
275,Shiftry,1,Pound,level-up,1,ruby-sapphire
275,Shiftry,33,Tackle,level-up,1,brilliant-diamond-shining-pearl
275,Shiftry,71,Absorb,level-up,1,sword-shield
275,Shiftry,72,Mega Drain,level-up,1,sword-shield
275,Shiftry,75,Razor Leaf,level-up,1,brilliant-diamond-shining-pearl
275,Shiftry,153,Explosion,level-up,1,sword-shield
275,Shiftry,185,Feint Attack,level-up,1,omega-ruby-alpha-sapphire
275,Shiftry,205,Rollout,level-up,1,brilliant-diamond-shining-pearl
275,Shiftry,252,Fake Out,level-up,1,brilliant-diamond-shining-pearl
275,Shiftry,310,Astonish,level-up,1,sword-shield
275,Shiftry,314,Air Cutter,level-up,1,sword-shield
275,Shiftry,326,Extrasensory,level-up,1,sword-shield
275,Shiftry,348,Leaf Blade,level-up,0,scarlet-violet
275,Shiftry,371,Payback,level-up,1,sword-shield
275,Shiftry,389,Sucker Punch,level-up,1,sword-shield
275,Shiftry,437,Leaf Storm,level-up,44,omega-ruby-alpha-sapphire
275,Shiftry,536,Leaf Tornado,level-up,0,sword-shield
275,Shiftry,542,Hurricane,level-up,1,brilliant-diamond-shining-pearl
276,Taillow,17,Wing Attack,level-up,13,ruby-sapphire
276,Taillow,64,Peck,level-up,1,brilliant-diamond-shining-pearl
276,Taillow,98,Quick Attack,level-up,7,x-y
276,Taillow,332,Aerial Ace,level-up,21,omega-ruby-alpha-sapphire
276,Taillow,403,Air Slash,level-up,33,omega-ruby-alpha-sapphire
276,Taillow,413,Brave Bird,level-up,41,omega-ruby-alpha-sapphire
277,Swellow,17,Wing Attack,level-up,13,ruby-sapphire
277,Swellow,64,Peck,level-up,1,brilliant-diamond-shining-pearl
277,Swellow,98,Quick Attack,level-up,1,omega-ruby-alpha-sapphire
277,Swellow,332,Aerial Ace,level-up,21,omega-ruby-alpha-sapphire
277,Swellow,365,Pluck,level-up,1,brilliant-diamond-shining-pearl
277,Swellow,403,Air Slash,level-up,1,omega-ruby-alpha-sapphire
277,Swellow,413,Brave Bird,level-up,1,brilliant-diamond-shining-pearl
278,Wingull,17,Wing Attack,level-up,8,omega-ruby-alpha-sapphire
278,Wingull,55,Water Gun,level-up,1,ruby-sapphire
278,Wingull,98,Quick Attack,level-up,5,sword-shield
278,Wingull,228,Pursuit,level-up,26,omega-ruby-alpha-sapphire
278,Wingull,314,Air Cutter,level-up,22,omega-ruby-alpha-sapphire
278,Wingull,332,Aerial Ace,level-up,29,omega-ruby-alpha-sapphire
278,Wingull,352,Water Pulse,level-up,15,omega-ruby-alpha-sapphire
278,Wingull,403,Air Slash,level-up,30,sword-shield
278,Wingull,542,Hurricane,level-up,43,omega-ruby-alpha-sapphire
279,Pelipper,17,Wing Attack,level-up,1,sun-moon
279,Pelipper,55,Water Gun,level-up,1,brilliant-diamond-shining-pearl
279,Pelipper,56,Hydro Pump,level-up,1,sun-moon
279,Pelipper,98,Quick Attack,level-up,1,scarlet-violet
279,Pelipper,352,Water Pulse,level-up,15,omega-ruby-alpha-sapphire
279,Pelipper,362,Brine,level-up,22,sun-moon
279,Pelipper,371,Payback,level-up,19,omega-ruby-alpha-sapphire
279,Pelipper,403,Air Slash,level-up,1,sword-shield
279,Pelipper,542,Hurricane,level-up,1,sun-moon
280,Ralts,60,Psybeam,level-up,18,sword-shield
280,Ralts,93,Confusion,level-up,1,legends-arceus
280,Ralts,94,Psychic,level-up,26,ruby-sapphire
280,Ralts,138,Dream Eater,level-up,36,sword-shield
280,Ralts,248,Future Sight,level-up,32,omega-ruby-alpha-sapphire
280,Ralts,345,Magical Leaf,level-up,17,omega-ruby-alpha-sapphire
280,Ralts,500,Stored Power,level-up,42,omega-ruby-alpha-sapphire
280,Ralts,574,Disarming Voice,level-up,1,sword-shield
280,Ralts,577,Draining Kiss,level-up,11,legends-arceus
281,Kirlia,60,Psybeam,level-up,18,sword-shield
281,Kirlia,93,Confusion,level-up,1,sword-shield
281,Kirlia,94,Psychic,level-up,26,ruby-sapphire
281,Kirlia,138,Dream Eater,level-up,47,omega-ruby-alpha-sapphire
281,Kirlia,248,Future Sight,level-up,37,omega-ruby-alpha-sapphire
281,Kirlia,345,Magical Leaf,level-up,1,firered-leafgreen
281,Kirlia,500,Stored Power,level-up,51,omega-ruby-alpha-sapphire
281,Kirlia,574,Disarming Voice,level-up,1,scarlet-violet
281,Kirlia,577,Draining Kiss,level-up,11,legends-arceus
282,Gardevoir,60,Psybeam,level-up,18,sword-shield
282,Gardevoir,93,Confusion,level-up,1,sword-shield
282,Gardevoir,94,Psychic,level-up,26,ruby-sapphire
282,Gardevoir,138,Dream Eater,level-up,53,omega-ruby-alpha-sapphire
282,Gardevoir,248,Future Sight,level-up,40,omega-ruby-alpha-sapphire
282,Gardevoir,345,Magical Leaf,level-up,17,omega-ruby-alpha-sapphire
282,Gardevoir,396,Aura Sphere,level-up,40,legends-arceus
282,Gardevoir,500,Stored Power,level-up,1,x-y
282,Gardevoir,574,Disarming Voice,level-up,1,sword-shield
282,Gardevoir,577,Draining Kiss,level-up,11,legends-arceus
282,Gardevoir,585,Moonblast,level-up,1,brilliant-diamond-shining-pearl
282,Gardevoir,595,Mystical Fire,level-up,1,scarlet-violet
282,Gardevoir,605,Dazzling Gleam,level-up,0,sword-shield
283,Surskit,55,Water Gun,level-up,1,brilliant-diamond-shining-pearl
283,Surskit,61,Bubble Beam,level-up,17,omega-ruby-alpha-sapphire
283,Surskit,98,Quick Attack,level-up,6,omega-ruby-alpha-sapphire
283,Surskit,145,Bubble,level-up,1,ruby-sapphire
283,Surskit,453,Aqua Jet,level-up,30,omega-ruby-alpha-sapphire
284,Masquerain,16,Gust,level-up,17,omega-ruby-alpha-sapphire
284,Masquerain,55,Water Gun,level-up,1,brilliant-diamond-shining-pearl
284,Masquerain,61,Bubble Beam,level-up,1,brilliant-diamond-shining-pearl
284,Masquerain,98,Quick Attack,level-up,1,brilliant-diamond-shining-pearl
284,Masquerain,145,Bubble,level-up,1,x-y
284,Masquerain,202,Giga Drain,level-up,38,scarlet-violet
284,Masquerain,314,Air Cutter,level-up,22,omega-ruby-alpha-sapphire
284,Masquerain,318,Silver Wind,level-up,32,omega-ruby-alpha-sapphire
284,Masquerain,403,Air Slash,level-up,32,scarlet-violet
284,Masquerain,405,Bug Buzz,level-up,1,brilliant-diamond-shining-pearl
284,Masquerain,453,Aqua Jet,level-up,1,brilliant-diamond-shining-pearl
284,Masquerain,466,Ominous Wind,level-up,1,x-y
285,Shroomish,29,Headbutt,level-up,15,omega-ruby-alpha-sapphire
285,Shroomish,33,Tackle,level-up,1,omega-ruby-alpha-sapphire
285,Shroomish,71,Absorb,level-up,1,scarlet-violet
285,Shroomish,72,Mega Drain,level-up,12,omega-ruby-alpha-sapphire
285,Shroomish,202,Giga Drain,level-up,26,omega-ruby-alpha-sapphire
285,Shroomish,402,Seed Bomb,level-up,36,omega-ruby-alpha-sapphire
286,Breloom,29,Headbutt,level-up,15,omega-ruby-alpha-sapphire
286,Breloom,33,Tackle,level-up,1,brilliant-diamond-shining-pearl
286,Breloom,71,Absorb,level-up,1,scarlet-violet
286,Breloom,72,Mega Drain,level-up,12,omega-ruby-alpha-sapphire
286,Breloom,183,Mach Punch,level-up,0,sun-moon
286,Breloom,202,Giga Drain,level-up,1,brilliant-diamond-shining-pearl
286,Breloom,223,Dynamic Punch,level-up,45,diamond-pearl
286,Breloom,264,Focus Punch,level-up,55,scarlet-violet
286,Breloom,280,Brick Break,level-up,39,scarlet-violet
286,Breloom,327,Sky Uppercut,level-up,33,diamond-pearl
286,Breloom,364,Feint,level-up,19,omega-ruby-alpha-sapphire
286,Breloom,395,Force Palm,level-up,28,omega-ruby-alpha-sapphire
286,Breloom,402,Seed Bomb,level-up,41,diamond-pearl
286,Breloom,409,Drain Punch,level-up,39,brilliant-diamond-shining-pearl
287,Slakoth,10,Scratch,level-up,1,ruby-sapphire
287,Slakoth,29,Headbutt,level-up,14,scarlet-violet
287,Slakoth,185,Feint Attack,level-up,14,omega-ruby-alpha-sapphire
287,Slakoth,343,Covet,level-up,22,omega-ruby-alpha-sapphire
287,Slakoth,498,Chip Away,level-up,25,omega-ruby-alpha-sapphire
287,Slakoth,583,Play Rough,level-up,38,omega-ruby-alpha-sapphire
287,Slakoth,675,Throat Chop,level-up,25,scarlet-violet
288,Vigoroth,10,Scratch,level-up,1,brilliant-diamond-shining-pearl
288,Vigoroth,29,Headbutt,level-up,27,brilliant-diamond-shining-pearl
288,Vigoroth,154,Fury Swipes,level-up,14,omega-ruby-alpha-sapphire
288,Vigoroth,163,Slash,level-up,23,omega-ruby-alpha-sapphire
288,Vigoroth,253,Uproar,level-up,1,brilliant-diamond-shining-pearl
288,Vigoroth,264,Focus Punch,level-up,37,omega-ruby-alpha-sapphire
288,Vigoroth,343,Covet,level-up,1,brilliant-diamond-shining-pearl
288,Vigoroth,498,Chip Away,level-up,27,omega-ruby-alpha-sapphire
288,Vigoroth,583,Play Rough,level-up,1,brilliant-diamond-shining-pearl
288,Vigoroth,675,Throat Chop,level-up,27,scarlet-violet
289,Slaking,10,Scratch,level-up,1,brilliant-diamond-shining-pearl
289,Slaking,25,Mega Kick,level-up,52,scarlet-violet
289,Slaking,29,Headbutt,level-up,27,brilliant-diamond-shining-pearl
289,Slaking,154,Fury Swipes,level-up,1,brilliant-diamond-shining-pearl
289,Slaking,163,Slash,level-up,1,brilliant-diamond-shining-pearl
289,Slaking,185,Feint Attack,level-up,14,omega-ruby-alpha-sapphire
289,Slaking,253,Uproar,level-up,1,brilliant-diamond-shining-pearl
289,Slaking,264,Focus Punch,level-up,1,brilliant-diamond-shining-pearl
289,Slaking,343,Covet,level-up,23,omega-ruby-alpha-sapphire
289,Slaking,359,Hammer Arm,level-up,1,brilliant-diamond-shining-pearl
289,Slaking,389,Sucker Punch,level-up,1,scarlet-violet
289,Slaking,498,Chip Away,level-up,27,omega-ruby-alpha-sapphire
289,Slaking,583,Play Rough,level-up,1,brilliant-diamond-shining-pearl
289,Slaking,675,Throat Chop,level-up,27,scarlet-violet
290,Nincada,10,Scratch,level-up,1,sword-shield
290,Nincada,71,Absorb,level-up,5,sun-moon
290,Nincada,91,Dig,level-up,37,omega-ruby-alpha-sapphire
290,Nincada,141,Leech Life,level-up,5,ruby-sapphire
290,Nincada,154,Fury Swipes,level-up,13,omega-ruby-alpha-sapphire
290,Nincada,189,Mud-Slap,level-up,15,sword-shield
290,Nincada,206,False Swipe,level-up,10,sword-shield
290,Nincada,232,Metal Claw,level-up,21,omega-ruby-alpha-sapphire
291,Ninjask,10,Scratch,level-up,1,brilliant-diamond-shining-pearl
291,Ninjask,71,Absorb,level-up,1,sun-moon
291,Ninjask,91,Dig,level-up,1,sword-shield
291,Ninjask,141,Leech Life,level-up,1,diamond-pearl
291,Ninjask,154,Fury Swipes,level-up,13,omega-ruby-alpha-sapphire
291,Ninjask,163,Slash,level-up,23,omega-ruby-alpha-sapphire
291,Ninjask,189,Mud-Slap,level-up,1,brilliant-diamond-shining-pearl
291,Ninjask,206,False Swipe,level-up,1,sword-shield
291,Ninjask,210,Fury Cutter,level-up,0,sun-moon
291,Ninjask,232,Metal Claw,level-up,1,brilliant-diamond-shining-pearl
291,Ninjask,332,Aerial Ace,level-up,1,sword-shield
291,Ninjask,404,X-Scissor,level-up,47,omega-ruby-alpha-sapphire
291,Ninjask,450,Bug Bite,level-up,1,sun-moon
292,Shedinja,10,Scratch,level-up,1,brilliant-diamond-shining-pearl
292,Shedinja,71,Absorb,level-up,1,sun-moon
292,Shedinja,91,Dig,level-up,1,sword-shield
292,Shedinja,141,Leech Life,level-up,5,ruby-sapphire
292,Shedinja,154,Fury Swipes,level-up,13,omega-ruby-alpha-sapphire
292,Shedinja,189,Mud-Slap,level-up,1,brilliant-diamond-shining-pearl
292,Shedinja,206,False Swipe,level-up,1,sword-shield
292,Shedinja,232,Metal Claw,level-up,1,brilliant-diamond-shining-pearl
292,Shedinja,247,Shadow Ball,level-up,33,omega-ruby-alpha-sapphire
292,Shedinja,421,Shadow Claw,level-up,1,brilliant-diamond-shining-pearl
292,Shedinja,425,Shadow Sneak,level-up,21,omega-ruby-alpha-sapphire
292,Shedinja,566,Phantom Force,level-up,45,omega-ruby-alpha-sapphire
293,Whismur,1,Pound,level-up,1,sword-shield
293,Whismur,23,Stomp,level-up,21,sword-shield
293,Whismur,253,Uproar,level-up,5,ruby-sapphire
293,Whismur,304,Hyper Voice,level-up,39,omega-ruby-alpha-sapphire
293,Whismur,310,Astonish,level-up,1,sword-shield
293,Whismur,485,Synchronoise,level-up,41,black-white
293,Whismur,497,Echoed Voice,level-up,4,omega-ruby-alpha-sapphire
294,Loudred,1,Pound,level-up,1,brilliant-diamond-shining-pearl
294,Loudred,23,Stomp,level-up,23,omega-ruby-alpha-sapphire
294,Loudred,44,Bite,level-up,0,sun-moon
294,Loudred,253,Uproar,level-up,1,ruby-sapphire
294,Loudred,304,Hyper Voice,level-up,45,omega-ruby-alpha-sapphire
294,Loudred,310,Astonish,level-up,1,sun-moon
294,Loudred,485,Synchronoise,level-up,50,omega-ruby-alpha-sapphire
294,Loudred,497,Echoed Voice,level-up,1,sword-shield
295,Exploud,1,Pound,level-up,1,brilliant-diamond-shining-pearl
295,Exploud,23,Stomp,level-up,23,omega-ruby-alpha-sapphire
295,Exploud,44,Bite,level-up,1,sun-moon
295,Exploud,63,Hyper Beam,level-up,40,ruby-sapphire
295,Exploud,242,Crunch,level-up,0,sun-moon
295,Exploud,253,Uproar,level-up,1,x-y
295,Exploud,304,Hyper Voice,level-up,47,omega-ruby-alpha-sapphire
295,Exploud,310,Astonish,level-up,1,sun-moon
295,Exploud,422,Thunder Fang,level-up,1,brilliant-diamond-shining-pearl
295,Exploud,423,Ice Fang,level-up,1,brilliant-diamond-shining-pearl
295,Exploud,424,Fire Fang,level-up,1,sun-moon
295,Exploud,485,Synchronoise,level-up,53,omega-ruby-alpha-sapphire
295,Exploud,497,Echoed Voice,level-up,1,sun-moon
295,Exploud,586,Boomburst,level-up,1,sun-moon
296,Makuhita,33,Tackle,level-up,1,brilliant-diamond-shining-pearl
296,Makuhita,233,Vital Throw,level-up,10,diamond-pearl
296,Makuhita,252,Fake Out,level-up,10,omega-ruby-alpha-sapphire
296,Makuhita,264,Focus Punch,level-up,34,brilliant-diamond-shining-pearl
296,Makuhita,265,Smelling Salts,level-up,22,diamond-pearl
296,Makuhita,282,Knock Off,level-up,19,diamond-pearl
296,Makuhita,292,Arm Thrust,level-up,7,diamond-pearl
296,Makuhita,358,Wake-Up Slap,level-up,34,diamond-pearl
296,Makuhita,370,Close Combat,level-up,40,diamond-pearl
296,Makuhita,395,Force Palm,level-up,13,omega-ruby-alpha-sapphire
297,Hariyama,33,Tackle,level-up,1,brilliant-diamond-shining-pearl
297,Hariyama,233,Vital Throw,level-up,10,diamond-pearl
297,Hariyama,252,Fake Out,level-up,10,omega-ruby-alpha-sapphire
297,Hariyama,264,Focus Punch,level-up,38,brilliant-diamond-shining-pearl
297,Hariyama,265,Smelling Salts,level-up,22,diamond-pearl
297,Hariyama,282,Knock Off,level-up,19,diamond-pearl
297,Hariyama,292,Arm Thrust,level-up,1,diamond-pearl
297,Hariyama,358,Wake-Up Slap,level-up,38,omega-ruby-alpha-sapphire
297,Hariyama,362,Brine,level-up,1,scarlet-violet
297,Hariyama,370,Close Combat,level-up,46,omega-ruby-alpha-sapphire
297,Hariyama,395,Force Palm,level-up,13,omega-ruby-alpha-sapphire
297,Hariyama,838,Headlong Rush,level-up,60,scarlet-violet
298,Azurill,21,Slam,level-up,12,sword-shield
298,Azurill,55,Water Gun,level-up,1,brilliant-diamond-shining-pearl
298,Azurill,61,Bubble Beam,level-up,6,sword-shield
298,Azurill,145,Bubble,level-up,1,black-2-white-2
298,Azurill,340,Bounce,level-up,15,sword-shield
299,Nosepass,33,Tackle,level-up,1,ruby-sapphire
299,Nosepass,88,Rock Throw,level-up,10,omega-ruby-alpha-sapphire
299,Nosepass,157,Rock Slide,level-up,22,omega-ruby-alpha-sapphire
299,Nosepass,192,Zap Cannon,level-up,43,omega-ruby-alpha-sapphire
299,Nosepass,209,Spark,level-up,11,legends-arceus
299,Nosepass,350,Rock Blast,level-up,18,black-2-white-2
299,Nosepass,408,Power Gem,level-up,25,omega-ruby-alpha-sapphire
299,Nosepass,414,Earth Power,level-up,37,omega-ruby-alpha-sapphire
299,Nosepass,435,Discharge,level-up,31,omega-ruby-alpha-sapphire
299,Nosepass,444,Stone Edge,level-up,40,omega-ruby-alpha-sapphire
300,Skitty,3,Double Slap,level-up,15,ruby-sapphire
300,Skitty,33,Tackle,level-up,1,diamond-pearl
300,Skitty,38,Double-Edge,level-up,39,ruby-sapphire
300,Skitty,154,Fury Swipes,level-up,16,brilliant-diamond-shining-pearl
300,Skitty,185,Feint Attack,level-up,22,omega-ruby-alpha-sapphire
300,Skitty,252,Fake Out,level-up,1,diamond-pearl
300,Skitty,263,Facade,level-up,31,brilliant-diamond-shining-pearl
300,Skitty,343,Covet,level-up,31,ruby-sapphire
300,Skitty,358,Wake-Up Slap,level-up,28,omega-ruby-alpha-sapphire
300,Skitty,371,Payback,level-up,22,brilliant-diamond-shining-pearl
300,Skitty,574,Disarming Voice,level-up,13,omega-ruby-alpha-sapphire
300,Skitty,583,Play Rough,level-up,46,omega-ruby-alpha-sapphire
301,Delcatty,3,Double Slap,level-up,1,ruby-sapphire
301,Delcatty,33,Tackle,level-up,1,brilliant-diamond-shining-pearl
301,Delcatty,38,Double-Edge,level-up,1,brilliant-diamond-shining-pearl
301,Delcatty,154,Fury Swipes,level-up,1,brilliant-diamond-shining-pearl
301,Delcatty,252,Fake Out,level-up,1,brilliant-diamond-shining-pearl
301,Delcatty,263,Facade,level-up,1,brilliant-diamond-shining-pearl
301,Delcatty,343,Covet,level-up,1,brilliant-diamond-shining-pearl
301,Delcatty,371,Payback,level-up,1,brilliant-diamond-shining-pearl
301,Delcatty,574,Disarming Voice,level-up,1,brilliant-diamond-shining-pearl
301,Delcatty,583,Play Rough,level-up,1,brilliant-diamond-shining-pearl
302,Sableye,10,Scratch,level-up,1,x-y
302,Sableye,154,Fury Swipes,level-up,11,omega-ruby-alpha-sapphire
302,Sableye,185,Feint Attack,level-up,19,omega-ruby-alpha-sapphire
302,Sableye,247,Shadow Ball,level-up,39,omega-ruby-alpha-sapphire
302,Sableye,252,Fake Out,level-up,12,sword-shield
302,Sableye,282,Knock Off,level-up,26,omega-ruby-alpha-sapphire
302,Sableye,310,Astonish,level-up,3,sword-shield
302,Sableye,408,Power Gem,level-up,36,omega-ruby-alpha-sapphire
302,Sableye,421,Shadow Claw,level-up,29,omega-ruby-alpha-sapphire
302,Sableye,425,Shadow Sneak,level-up,9,sword-shield
302,Sableye,428,Zen Headbutt,level-up,1,x-y
302,Sableye,492,Foul Play,level-up,41,omega-ruby-alpha-sapphire
303,Mawile,11,Vise Grip,level-up,17,omega-ruby-alpha-sapphire
303,Mawile,44,Bite,level-up,9,omega-ruby-alpha-sapphire
303,Mawile,185,Feint Attack,level-up,21,omega-ruby-alpha-sapphire
303,Mawile,242,Crunch,level-up,28,sword-shield
303,Mawile,310,Astonish,level-up,1,x-y
303,Mawile,389,Sucker Punch,level-up,20,sword-shield
303,Mawile,442,Iron Head,level-up,1,x-y
303,Mawile,583,Play Rough,level-up,1,x-y
303,Mawile,584,Fairy Wind,level-up,1,x-y
304,Aron,29,Headbutt,level-up,7,omega-ruby-alpha-sapphire
304,Aron,33,Tackle,level-up,1,brilliant-diamond-shining-pearl
304,Aron,36,Take Down,level-up,22,black-2-white-2
304,Aron,38,Double-Edge,level-up,40,omega-ruby-alpha-sapphire
304,Aron,157,Rock Slide,level-up,24,sword-shield
304,Aron,189,Mud-Slap,level-up,4,black-2-white-2
304,Aron,231,Iron Tail,level-up,29,ruby-sapphire
304,Aron,232,Metal Claw,level-up,4,sword-shield
304,Aron,317,Rock Tomb,level-up,8,sword-shield
304,Aron,442,Iron Head,level-up,22,omega-ruby-alpha-sapphire
305,Lairon,29,Headbutt,level-up,1,ruby-sapphire
305,Lairon,33,Tackle,level-up,1,brilliant-diamond-shining-pearl
305,Lairon,36,Take Down,level-up,22,black-2-white-2
305,Lairon,38,Double-Edge,level-up,43,omega-ruby-alpha-sapphire
305,Lairon,157,Rock Slide,level-up,24,sword-shield
305,Lairon,189,Mud-Slap,level-up,1,ruby-sapphire
305,Lairon,231,Iron Tail,level-up,29,ruby-sapphire
305,Lairon,232,Metal Claw,level-up,1,sword-shield
305,Lairon,317,Rock Tomb,level-up,1,sword-shield
305,Lairon,442,Iron Head,level-up,22,omega-ruby-alpha-sapphire
306,Aggron,29,Headbutt,level-up,1,ruby-sapphire
306,Aggron,33,Tackle,level-up,1,brilliant-diamond-shining-pearl
306,Aggron,36,Take Down,level-up,22,black-2-white-2
306,Aggron,38,Double-Edge,level-up,45,omega-ruby-alpha-sapphire
306,Aggron,157,Rock Slide,level-up,24,sword-shield
306,Aggron,189,Mud-Slap,level-up,1,ruby-sapphire
306,Aggron,231,Iron Tail,level-up,29,ruby-sapphire
306,Aggron,232,Metal Claw,level-up,1,sword-shield
306,Aggron,317,Rock Tomb,level-up,1,sword-shield
306,Aggron,442,Iron Head,level-up,22,omega-ruby-alpha-sapphire
307,Meditite,1,Pound,level-up,1,brilliant-diamond-shining-pearl
307,Meditite,60,Psybeam,level-up,20,brilliant-diamond-shining-pearl
307,Meditite,93,Confusion,level-up,1,scarlet-violet
307,Meditite,136,High Jump Kick,level-up,28,omega-ruby-alpha-sapphire
307,Meditite,237,Hidden Power,level-up,15,diamond-pearl
307,Meditite,364,Feint,level-up,15,omega-ruby-alpha-sapphire
307,Meditite,395,Force Palm,level-up,17,omega-ruby-alpha-sapphire
307,Meditite,428,Zen Headbutt,level-up,25,scarlet-violet
308,Medicham,1,Pound,level-up,1,brilliant-diamond-shining-pearl
308,Medicham,7,Fire Punch,level-up,1,brilliant-diamond-shining-pearl
308,Medicham,8,Ice Punch,level-up,1,x-y
308,Medicham,9,Thunder Punch,level-up,1,brilliant-diamond-shining-pearl
308,Medicham,60,Psybeam,level-up,20,brilliant-diamond-shining-pearl
308,Medicham,93,Confusion,level-up,1,x-y
308,Medicham,136,High Jump Kick,level-up,28,omega-ruby-alpha-sapphire
308,Medicham,237,Hidden Power,level-up,15,diamond-pearl
308,Medicham,364,Feint,level-up,15,omega-ruby-alpha-sapphire
308,Medicham,395,Force Palm,level-up,17,omega-ruby-alpha-sapphire
308,Medicham,428,Zen Headbutt,level-up,1,brilliant-diamond-shining-pearl
308,Medicham,853,Axe Kick,level-up,53,scarlet-violet
309,Electrike,33,Tackle,level-up,1,omega-ruby-alpha-sapphire
309,Electrike,44,Bite,level-up,20,sword-shield
309,Electrike,87,Thunder,level-up,36,ruby-sapphire
309,Electrike,98,Quick Attack,level-up,10,omega-ruby-alpha-sapphire
309,Electrike,209,Spark,level-up,13,omega-ruby-alpha-sapphire
309,Electrike,351,Shock Wave,level-up,16,sword-shield
309,Electrike,422,Thunder Fang,level-up,19,omega-ruby-alpha-sapphire
309,Electrike,435,Discharge,level-up,29,omega-ruby-alpha-sapphire
309,Electrike,528,Wild Charge,level-up,39,omega-ruby-alpha-sapphire
310,Manectric,33,Tackle,level-up,1,brilliant-diamond-shining-pearl
310,Manectric,44,Bite,level-up,20,sword-shield
310,Manectric,87,Thunder,level-up,45,ruby-sapphire
310,Manectric,98,Quick Attack,level-up,10,omega-ruby-alpha-sapphire
310,Manectric,209,Spark,level-up,13,omega-ruby-alpha-sapphire
310,Manectric,351,Shock Wave,level-up,16,sword-shield
310,Manectric,422,Thunder Fang,level-up,19,omega-ruby-alpha-sapphire
310,Manectric,424,Fire Fang,level-up,1,x-y
310,Manectric,435,Discharge,level-up,30,omega-ruby-alpha-sapphire
310,Manectric,528,Wild Charge,level-up,42,omega-ruby-alpha-sapphire
311,Plusle,87,Thunder,level-up,37,ruby-sapphire
311,Plusle,98,Quick Attack,level-up,1,omega-ruby-alpha-sapphire
311,Plusle,129,Swift,level-up,16,omega-ruby-alpha-sapphire
311,Plusle,209,Spark,level-up,7,omega-ruby-alpha-sapphire
311,Plusle,387,Last Resort,level-up,40,omega-ruby-alpha-sapphire
311,Plusle,435,Discharge,level-up,31,omega-ruby-alpha-sapphire
311,Plusle,609,Nuzzle,level-up,1,x-y
312,Minun,87,Thunder,level-up,37,ruby-sapphire
312,Minun,98,Quick Attack,level-up,1,omega-ruby-alpha-sapphire
312,Minun,129,Swift,level-up,16,omega-ruby-alpha-sapphire
312,Minun,209,Spark,level-up,7,omega-ruby-alpha-sapphire
312,Minun,387,Last Resort,level-up,40,brilliant-diamond-shining-pearl
312,Minun,435,Discharge,level-up,31,omega-ruby-alpha-sapphire
312,Minun,609,Nuzzle,level-up,1,x-y
313,Volbeat,33,Tackle,level-up,1,diamond-pearl
313,Volbeat,38,Double-Edge,level-up,37,ruby-sapphire
313,Volbeat,98,Quick Attack,level-up,12,omega-ruby-alpha-sapphire
313,Volbeat,324,Signal Beam,level-up,25,ruby-sapphire
313,Volbeat,405,Bug Buzz,level-up,36,scarlet-violet
313,Volbeat,428,Zen Headbutt,level-up,29,scarlet-violet
313,Volbeat,522,Struggle Bug,level-up,15,omega-ruby-alpha-sapphire
313,Volbeat,583,Play Rough,level-up,40,scarlet-violet
313,Volbeat,611,Infestation,level-up,47,scarlet-violet
314,Illumise,33,Tackle,level-up,1,omega-ruby-alpha-sapphire
